,1INCH,AAVE,ADA,ALGO,AMP,ANKR,APE,AR,ASTR,ATOM,AVAX,AXS,BAT,BCH,BNB,BSV,BTC,BTG,BTT,CAKE,CELO,CFX,CHZ,CKB,COMP,CRO,CRV,DAI,DASH,DOGE,DOT,DYDX,EGLD,ELF,ENJ,ENS,EOS,ETC,ETH,ETHW,FET,FIL,FLOW,FTM,FTT,GALA,GLM,GMT,GNO,GRT,GT,HBAR,HNT,HOT,ICP,IMX,INJ,IOTA,IOTX,JST,KAVA,KCS,KSM,LDO,LEO,LINK,LPT,LTC,MANA,MATIC,METIS,MINA,MKR,MX,NEAR,NEO,NEXO,NFT,OKB,OSMO,PAXG,PEOPLE,QNT,QTUM,RAY,ROSE,RSR,RUNE,RVN,SAND,SC,SHIB,SNX,SOL,STX,SUPER,T,TFUEL,THETA,TRAC,TRX,TUSD,TWT,UNI,USDC,USDD,USDT,VET,WEMIX,WOO,XAUt,XDC,XEC,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
EGLD,0.084568017864514,0.47356540565488225,-0.338352083011354,-0.1674976830836098,0.21515989401370944,-0.4226733220919126,-0.16832811875875897,0.44412415139111017,-0.2035084053107417,-0.4252655988523312,0.8104262714226887,0.6325693273635646,-0.13577521005187515,0.06876837770486284,-0.2797647229119308,0.4125444631956777,-0.2904072223398755,-0.26605244219140317,-0.5031005593633836,0.6364985123286927,0.7063418674016836,0.0530344410619638,-0.17742535478637836,-0.4565010684942376,0.6333040347074266,-0.2554202150881616,0.6826005148319191,-0.007132057727958645,-0.2825701641489419,-0.021140121222075103,0.8910344643551684,0.1265883586593371,1.0,-0.06885202512524019,-0.2861242776303032,-0.5424838276764855,0.33800641003598214,0.43295770482909784,-0.4093621399739022,-0.4093621399739022,-0.3689843997579898,-0.3159678892625283,0.03972117528900699,-0.341609519668855,-0.22107156059408908,-0.19086907966175304,-0.48854111162893776,-0.3150614174751447,-0.6106177849327251,0.02377802916387742,-0.49968940519853383,-0.0680298616225069,0.33619552863689783,-0.19043119068495057,-0.17258179700588117,-0.4813561462392193,-0.19543896378075826,0.23619713720765342,-0.29441806199265663,-0.5745153735776596,-0.23034092102987494,-0.33353128715015345,0.6814574376079945,0.042743644493858875,-0.5441601092331438,-0.37128890764390987,-0.40383721325972266,-0.22363976764372606,0.16164019382339131,-0.4989761748891391,-0.38937478013477644,-0.2992571308873248,-0.28286198456250206,-0.06677546698859403,0.7529892360400225,0.03578840114567956,-0.38952239704437636,-0.3715266900591393,-0.4256239084997012,-0.29602142357870337,-0.35466206652169946,-0.5032549286458585,-0.4496385343115431,-0.2706192995941827,-0.501216243639236,0.6156205258452309,-0.7383887014665377,0.22465479879675415,-0.12842330769360621,0.5940096182641418,-0.2681682818552883,-0.01772276415841371,-0.24481089344759865,0.03903932879423763,-0.15298463587545377,-0.4209353489091495,-0.39351239508473057,-0.35833392703506867,-0.3021091305263444,-0.2333594083891686,-0.16912597490713505,-0.009120334394014213,0.06613192170757311,0.638315466365899,0.14452920250938842,-0.09097999150941823,0.08593078756373537,-0.2664158918139886,-0.03979347410175667,-0.38686789351902273,-0.2737862922346612,0.6777392552172968,-0.299274011232208,0.43152262769493,-0.3747465197762321,-0.34893719887779534,-0.41924487218743445,0.11220932451824774,-0.4526254635126972,-0.4296388371942084
ELF,-0.6818357365811127,-0.5603742840786418,-0.46196063654195146,0.5243956502085076,-0.45750479058495663,0.2133103169808266,-0.5802404665138027,0.435634249435254,0.7768788684140754,0.43822256096303325,0.08293579211947835,-0.07299973190638853,-0.16026208352418486,-0.5775097105256559,0.7444483372185344,0.33881951910189473,0.34541704638136206,-0.45387262604076645,-0.40151599724188447,-0.3568484264341378,-0.07396122050283299,0.6068544796400815,0.7707037686044043,0.5581379601534018,-0.3072680342463156,0.43710781678816674,-0.15315362514492273,-0.3851024607697672,0.048705238442896606,0.6748895839661462,-0.27307482226722224,0.49911176413866626,-0.06885202512524019,1.0,-0.08412831911253071,0.3363297018644795,-0.10754706422879493,0.63343284152784,0.2834605849903841,0.2834605849903841,0.6903364154646764,-0.09341840179399372,-0.6955468157256387,0.1215255065481934,0.6824755884779776,-0.5264911111841309,0.47928117662239783,-0.4398973927293769,-0.23510716381865207,-0.6561926008665333,0.44524575277238226,0.7219031063276284,0.8512890738755847,-0.4249762305314406,-0.4346841885013034,-0.30486934557772044,0.9128766042071751,-0.47467408727987664,-0.5299434739489658,0.42182983833795784,-0.6066849494140438,-0.3560381566207346,0.5891590438495846,0.5068129294024942,0.503493687723193,0.5054748716416971,-0.0483178470914496,-0.5422773040437334,0.8898355689402214,0.2522808921381914,0.6827060831737054,-0.5920794849323724,-0.3096274378854603,0.7485388333866427,0.04702425870411222,-0.6015310728227763,0.2485116932811405,-0.5224369396039462,0.5056177484414145,0.1825797438870008,0.4000873805266684,0.26791031273695404,0.2157118261182249,-0.4909758424578158,0.42678057946020875,-0.2954760242617472,-0.0214877670103535,0.6371341906393727,-0.13772985354708892,0.3533502115769358,0.2627942817822781,-0.4748684491771379,-0.16351537290960022,0.8061157542644279,-0.5277991157782137,0.7183292855955811,-0.01352428280343977,0.28883995937882234,-0.16643106593370846,0.567127226422583,-0.2992951572981757,-0.3923574584757808,-0.014637537487714448,-0.4698416948138796,-0.4239362500206199,0.028753518554553974,-0.12836915548100272,-0.03844444312626968,-0.03980580846348879,-0.12901522488371317,0.5447383395675814,-0.032822402221534805,-0.5642850734579917,0.31718849827928863,0.32152203414818353,0.0550853355348398,0.6594192341293719,-0.05090543138602225,-0.5079402190859436,0.3692391010125902
ENJ,-0.2674417135001869,-0.14199680675889614,0.7073779424185235,-0.3912586329753028,-0.006233257278548139,-0.0931598070621963,-0.10077347901159225,0.08421658989855262,-0.15580134596692313,-0.04415890623426321,0.02033211901508506,-0.24003255332603687,0.47066470122836596,0.06466340557171459,0.45751231092714517,-0.46597986966732,0.19995357888046303,0.14989789558124053,0.11212670150791407,-0.27957113249416166,-0.40175107719900965,-0.39228341856396975,-0.16084403631027905,-0.1706691767046895,-0.35765586285164186,-0.19445421827876286,-0.39971534167802686,-0.07716731960721358,0.6325771550116183,-0.10617284885121088,-0.30985820790915014,-0.010927002409012117,-0.2861242776303032,-0.08412831911253071,1.0,-0.05059183608487982,0.03791706888984584,-0.16356670716711083,-0.16160871289169912,-0.16160871289169912,-0.19225565101486838,0.23474294743022603,-0.21450003472600074,-0.02717804167619775,-0.3859503144764492,0.4524135002763817,-0.09938691105420809,-0.07173785747356924,0.18690644163424072,-0.1475371539013503,-0.15883322230380217,-0.2434461673424086,-0.22870599497892383,-0.0955310763963304,-0.08717624094966993,0.04685864076908436,-0.07868261698270293,0.17498700697787378,0.5356707416957607,0.05540980186384391,0.20649545988344054,0.7372427734916558,-0.3260429123769909,-0.15365799527422883,0.23695843334498864,0.7721134077447357,-0.1048009242695327,0.48077668872622475,-0.24674932351583428,0.1914472219648452,-0.0601436886952859,0.20119588457240084,0.6798149795044361,-0.24083692575494983,0.06575494383909496,0.24684050478000708,0.4330817474427881,0.0973550150418141,0.08875176657983837,0.09644030723034845,0.10063470866829076,-0.051220953414152094,0.2926079349398144,0.21658108026058603,0.0636873843664788,-0.14517698751084795,0.0835587650992394,-0.025738112184304822,0.250178349805906,-0.21851701288776357,-0.19383343429492395,0.10193159625870342,0.04346297396021396,0.37958388183336694,0.22889418062777547,-0.07798917637709114,-0.02719426746571228,-0.1918321133588103,0.49348060912944836,-0.0959544325755264,0.3246183297114036,-0.18152876158019438,0.013903859941393718,-0.1663932885363173,-0.15322337935244415,0.04587779798913952,-0.14307427873195688,0.04480030572699009,-0.03878228045995021,0.013470633011454477,-0.2075698867527907,-0.19333528603434333,0.09151372186096514,0.3162454784249352,0.008236630621204664,0.09667219786577111,0.14549795187296316,-0.05594446040637555,0.21025921048658439,-0.1071627285107547
ENS,-0.2858897694048423,-0.33107866735430025,-0.19276506802453097,0.5651196377678473,-0.44231584943270635,0.6343542340309458,-0.31403646506131444,-0.31812100640774454,0.48396758475272644,0.4873120453564768,-0.5849066161467411,-0.43655102532569995,-0.018909779122485863,-0.011816588040594461,0.5976975057758581,0.0953444010334446,0.2490151376079817,-0.208283224179519,0.10608095164223276,-0.33060470102222467,-0.5706417115405871,0.18435518566986694,0.49229293674272784,0.6109188388249709,-0.5147692589039966,0.19473338085455416,-0.5429305130280624,-0.09197510038592883,0.30336932213371015,0.15965068131435278,-0.5168363316372473,-0.03448956782953025,-0.5424838276764855,0.3363297018644795,-0.05059183608487982,1.0,-0.11802535156563633,-0.2112400674098585,0.4517886146545051,0.4517886146545051,0.6234638499728007,0.11680975367740629,-0.2720529166485894,0.3868212098535558,0.7123289897115784,-0.1137700694241896,0.6004851898096379,-0.19155707632809818,0.2989557163975828,-0.2251176494467903,0.6168592199008792,0.5225179012139688,0.1158688070780651,-0.2514649865085548,-0.1422112063955831,0.08470881012584851,0.5637250724149024,-0.20693271848560638,-0.16313131744378792,0.38027135099738146,-0.1848348905289097,-0.14373158910011938,-0.13601843450772208,0.28470315977015725,0.6023367089766912,0.6978481616042509,0.27509379515360954,-0.08417995570857845,0.24980886542797515,0.588302166087034,0.6942298539341799,-0.1846852300225326,-0.22493292609669577,0.37270855193909946,-0.5755979731001163,-0.06783885941792238,0.5674837954954363,-0.15071078103851496,0.5092752427386887,0.25398009368498486,0.49347905356517224,0.7471950533105418,0.4580839866095935,-0.19708065332382899,0.5952556556216773,-0.47647736206422175,0.44521971142838707,0.070503192564422,-0.47769139318994286,-0.3798261051329323,0.3372755514192086,-0.0232864181286641,0.1759868753546996,0.03777602492348195,-0.14094764931284245,0.6261944694164887,0.12308524406195007,0.5753584141699243,0.0020671751535357805,0.4524242997006187,-0.038013286313462895,-0.1858756039791865,0.1324511392753427,-0.3491230996338734,-0.26569548386289227,0.05250873765026409,0.0513601761398831,-0.011334815914344452,-0.026143948180088417,0.1558614200270099,0.4843991880204802,-0.4362048995087915,-0.20099686750744478,-0.2947948599905271,0.45058616038003757,0.1825319469205813,0.5821647654676331,-0.11751115353945094,-0.12907121295498053,0.3055960462652367
EOS,0.19883747943387048,0.5923439892569115,-0.02097283456365168,-0.0766627638322936,0.25051766951463356,-0.26389939174419974,0.016822120981025136,0.15267515126527348,-0.04206755529497793,-0.16087395660760778,0.1197280214540397,0.4902467949571984,0.2394025157250292,0.43665583150323994,-0.3527011934048017,0.21361252091601945,-0.29645373409089426,-0.05192381378991514,-0.312946157762149,0.7108710185633513,0.36478975348583387,0.3675605068441164,-0.19514825467525732,-0.089568831988932,0.5719884529984195,-0.2334823152867225,0.22958793018197265,0.05520670675584351,-0.011533239885288895,-0.3946426695743376,0.4672354450832195,0.1748446350384248,0.33800641003598214,-0.10754706422879493,0.03791706888984584,-0.11802535156563633,1.0,-0.2960560218282633,-0.4851176071787177,-0.4851176071787177,-0.07287308863207469,-0.017842021065488323,0.15302990788191806,-0.293885621296247,-0.11264899606525429,-0.160187007858648,-0.10864164525975462,-0.1762259722352979,-0.49832243478709765,0.07906328200600564,-0.1538792601706963,-0.10399470477639856,0.04560097846055747,-0.0692933681245889,-0.07424899935669677,-0.4319349509265389,-0.19496336417995153,0.7198843144443131,-0.18709768038706345,-0.34209505672742213,-0.21484452224717415,-0.18226431410517843,0.11771003914216407,0.15592262645320956,-0.4797476170582002,-0.16420018704445674,-0.31177085300492635,-0.22382646561844996,0.010977754617640464,-0.242287041178408,-0.10645959234907647,-0.2340103876883803,-0.1646692510211785,-0.10258603133267657,0.2231731203052324,0.5233232303843962,-0.2097678196430459,-0.2840152667404509,-0.5592991050479953,-0.05169144370555786,-0.3081507519578186,-0.20098665922461492,-0.26808893849074755,0.00676424475369648,-0.33845525169618335,0.269541674813566,-0.2993131943790165,-0.06859867235125153,0.033889267040178896,-0.014530222908113828,-0.24028807627524454,0.09563520964154766,-0.1982702566117898,-0.09726105841173947,-0.15577205596304206,-0.2229423116201022,-0.040748094772328824,-0.1534863093352228,-0.06911728272176534,-0.0634734976704941,-0.3573022937311171,0.08739146446207134,0.49602671660993664,0.658072816915413,0.057217731578028584,-0.16083245750751526,0.4098686019324925,-0.15817889831784618,-0.032396273865257515,-0.37893201915776575,-0.1327495542850904,0.5359430396010914,-0.16531654298690024,0.1612594568351107,-0.47578629334472355,-0.398230783919019,-0.029951948410085482,0.07052238563476629,-0.0991033498244135,-0.16679010406992706
ETC,-0.2602304205378226,-0.043422029255908885,-0.19431527862230835,-0.1914178050526304,0.02990294529865855,-0.07877880744383862,-0.3920976199133914,0.6952083484756065,0.33283245510811416,-0.18025050527471426,0.5498959193475429,0.4393507250513998,0.009834654670797655,-0.41580085171590037,0.18264352612335086,-0.2056325886957963,0.1315922726683733,-0.2723732368521309,-0.5295720733096031,0.1303517954330908,0.5219243059476022,0.4991212246057716,0.005888582792599245,0.012889607704111844,0.32260970468719713,-0.0745682265710715,0.40541806265579455,-0.15006487134453286,-0.12256264326130703,0.7695833713331559,0.2557032794795353,0.4976073332594359,0.43295770482909784,0.63343284152784,-0.16356670716711083,-0.2112400674098585,-0.2960560218282633,1.0,0.2427283024418714,0.2427283024418714,0.15708121112905063,-0.3047069616762886,-0.3753140902815665,-0.060477924146190555,-0.1326792344364233,-0.41971701693587665,-0.026778874203657797,-0.3931666982581735,-0.5182552611150119,-0.3145825566048898,-0.08310116164926667,0.06846589430033548,0.7272195981037906,-0.2707086243329448,-0.319501616395217,-0.4460842370705151,0.41450126141732435,-0.25400854171846315,-0.10217496755486002,0.033648604903657335,-0.443313049754473,0.03307375464625407,0.5426071057720351,0.37419884829327443,0.390295814330108,-0.14003946277402002,-0.10503481488596175,0.14974474654233863,0.5969807635466692,-0.08199977654286843,0.10332386948543068,-0.48290969961116087,-0.17427397902329994,0.45260138017799245,0.5840676329025817,-0.3952713236190145,-0.1251119710815809,-0.47946420516990235,0.6090422126281084,-0.1544737245705971,-0.0804226223597094,-0.1978586720332812,0.005749881078984403,-0.3328338264085009,-0.13357475415990314,0.20243477195572712,-0.4786868132863441,0.3550347193161256,-0.24671584736347657,0.712918419373527,0.04863081906330465,-0.3689065063964468,-0.21002983335538378,0.4802049920089583,0.0003972350569470651,0.1246839064193469,-0.18333208384602906,-0.09817060591776815,-0.2050243832864249,0.18646190019991532,0.13337135830073005,-0.2640906906034378,-0.07247006167361578,0.0187659545069132,-0.17698538763675678,-0.0006799712353904736,-0.10215921624059356,-0.15792009811185906,-0.03550197202418771,-0.23186487260023064,0.13574896517021237,0.3743099703197863,-0.48365777473670146,0.21137356384584038,0.039033223153930166,-0.02301220789048759,-0.36607352997548276,-0.012347492370156867,-0.33789956150488015,-0.009247283900484505
ETH,-0.5042511657807859,-0.48940013687884154,-0.054988599127780986,0.4352309250717713,-0.18620612607759954,0.3346869964583615,-0.43703493024594003,-0.23972942486399917,0.10625600610015835,0.4930090414519099,-0.3748971068313011,-0.34185593941887027,-0.26759885304340975,-0.2795903415350299,0.395415685677921,-0.16132818376742397,0.4651546968653211,-0.18382637861615456,-0.0022547425532067496,-0.39438168475702956,-0.5330553631159614,0.14374855929984667,0.2856280092738495,0.6349348618702682,-0.499523727719671,0.2259965503581676,-0.3933394706319563,-0.11950153620698738,-0.12498058048719136,0.31708083925628766,-0.4664232461933973,-0.38039295359605046,-0.4093621399739022,0.2834605849903841,-0.16160871289169912,0.4517886146545051,-0.4851176071787177,0.2427283024418714,1.0,1.0,0.5990631248154517,-0.20265752646796445,-0.4540857678039149,0.2118296087399234,0.5049877186957583,-0.30079224165901886,0.41175295514785204,-0.30451892055399005,0.3315575520907654,-0.4624936182081805,0.8199186627694107,0.29432598491482376,-0.13141342722108315,-0.20076887674403843,-0.244882340909736,0.14400638153869152,0.4316707238986884,-0.3699814081363425,0.18036336224513339,0.2083379095903425,-0.45735257044415906,0.16823369962651552,-0.22371390774880023,-0.24955557584834925,0.6116187681262937,0.16260499494423503,0.2555646949350232,0.27746977933005634,0.00833726869671549,0.47425381735964284,0.2771424022759554,-0.25269052281020915,0.3040299094999001,0.4708818234149426,-0.4543701536256223,-0.3221206354670506,0.16174718045422987,-0.26674158953300775,0.6169284993372266,-0.25561466718571024,0.8267356634565722,0.713794262509519,0.22456614893239826,-0.23976465566678856,0.7950871062728796,-0.436749826245734,0.3935620620660598,0.0005832199947916892,-0.21653953097826945,-0.20651512449796436,0.35800933471783214,-0.12945397195226174,-0.31715866400663545,-0.08793860059690571,0.20904223066841723,0.7502928674128712,-0.1232716841398125,0.37284052617229596,-0.04299136173332114,0.3137692590217447,0.5359117771285901,-0.2081702378791448,-0.10575888560907486,-0.4357776225528246,-0.19329002280279647,0.1256875093411757,-0.1564388037135531,0.019080984767361264,-0.01977894966460973,-0.07070503143783931,0.853944224058784,-0.2623811457634123,-0.20618511053335475,-0.2526896658975877,0.641161281261524,0.5390816618482657,-0.22785756768422352,-0.10144366778568467,-0.1887973404779124,0.1781979453593679
ETHW,-0.5042511657807859,-0.48940013687884154,-0.054988599127780986,0.4352309250717713,-0.18620612607759954,0.3346869964583615,-0.43703493024594003,-0.23972942486399917,0.10625600610015835,0.4930090414519099,-0.3748971068313011,-0.34185593941887027,-0.26759885304340975,-0.2795903415350299,0.395415685677921,-0.16132818376742397,0.4651546968653211,-0.18382637861615456,-0.0022547425532067496,-0.39438168475702956,-0.5330553631159614,0.14374855929984667,0.2856280092738495,0.6349348618702682,-0.499523727719671,0.2259965503581676,-0.3933394706319563,-0.11950153620698738,-0.12498058048719136,0.31708083925628766,-0.4664232461933973,-0.38039295359605046,-0.4093621399739022,0.2834605849903841,-0.16160871289169912,0.4517886146545051,-0.4851176071787177,0.2427283024418714,1.0,1.0,0.5990631248154517,-0.20265752646796445,-0.4540857678039149,0.2118296087399234,0.5049877186957583,-0.30079224165901886,0.41175295514785204,-0.30451892055399005,0.3315575520907654,-0.4624936182081805,0.8199186627694107,0.29432598491482376,-0.13141342722108315,-0.20076887674403843,-0.244882340909736,0.14400638153869152,0.4316707238986884,-0.3699814081363425,0.18036336224513339,0.2083379095903425,-0.45735257044415906,0.16823369962651552,-0.22371390774880023,-0.24955557584834925,0.6116187681262937,0.16260499494423503,0.2555646949350232,0.27746977933005634,0.00833726869671549,0.47425381735964284,0.2771424022759554,-0.25269052281020915,0.3040299094999001,0.4708818234149426,-0.4543701536256223,-0.3221206354670506,0.16174718045422987,-0.26674158953300775,0.6169284993372266,-0.25561466718571024,0.8267356634565722,0.713794262509519,0.22456614893239826,-0.23976465566678856,0.7950871062728796,-0.436749826245734,0.3935620620660598,0.0005832199947916892,-0.21653953097826945,-0.20651512449796436,0.35800933471783214,-0.12945397195226174,-0.31715866400663545,-0.08793860059690571,0.20904223066841723,0.7502928674128712,-0.1232716841398125,0.37284052617229596,-0.04299136173332114,0.3137692590217447,0.5359117771285901,-0.2081702378791448,-0.10575888560907486,-0.4357776225528246,-0.19329002280279647,0.1256875093411757,-0.1564388037135531,0.019080984767361264,-0.01977894966460973,-0.07070503143783931,0.853944224058784,-0.2623811457634123,-0.20618511053335475,-0.2526896658975877,0.641161281261524,0.5390816618482657,-0.22785756768422352,-0.10144366778568467,-0.1887973404779124,0.1781979453593679
FET,-0.5885372799912244,-0.5251587033024923,-0.3447311872247736,0.6376380940545825,-0.5265115890252429,0.5146813930238641,-0.4742747811676197,-0.03561454817773344,0.5501376927761721,0.7647101307720846,-0.27528876082707665,-0.2802646331435777,0.10657984516084547,-0.3753592597777773,0.6896254869101963,0.29125972655933574,0.3943848193346631,-0.38744201693431424,-0.06152767617249156,-0.38041687997358353,-0.47424377127713774,0.5285010113290939,0.5938185169509148,0.9347614409494247,-0.4958093427403572,0.49056101793144513,-0.40846623770257073,-0.2769853641921816,0.3560190661846016,0.3875373061207627,-0.47197028371781674,0.14566811387074716,-0.3689843997579898,0.6903364154646764,-0.19225565101486838,0.6234638499728007,-0.07287308863207469,0.15708121112905063,0.5990631248154517,0.5990631248154517,1.0,0.10674197600818205,-0.561297795649431,0.34572322914792897,0.6843118480826064,-0.414511864727326,0.8644404556988012,-0.3262611873936731,0.13499184362547875,-0.559542800427531,0.820933655733294,0.6923136510776816,0.4075036491711612,-0.3369408458065639,-0.31437155024969926,-0.05598191775189693,0.7683683651205384,-0.37750424284806944,-0.3869461686519117,0.505717718624384,-0.45602687973369405,-0.2823571422188495,0.14530184878749278,0.2621702788288179,0.7763706583000801,0.7463197777449685,0.1850900335252774,-0.37960576088804726,0.5280502706036252,0.6068237801780668,0.7109117869262435,-0.4203000590580982,-0.37273926188932005,0.806790768021886,-0.2866555070210846,-0.41263955411128833,0.3545574688783614,-0.354319083768979,0.6662415980751335,0.02893392340003393,0.5892728052945005,0.6345102593964371,0.48093574771587855,-0.3950051760266127,0.6671098342285848,-0.435646973594338,0.47021011206537394,0.46020046244034557,-0.3081242252239168,-0.05857134764216855,0.4934192151645507,-0.3703852159907737,0.09964340813224826,0.32399122281839776,-0.4244353251151739,0.8402938251589683,0.11505202328226787,0.6175148543555368,0.046004815105710944,0.665610495039592,-0.29501708849535,-0.35866311375009463,0.04709435732028585,-0.44379175086109773,-0.4114842815861439,0.06789238289504511,-0.058225755470624696,0.012982821911971584,-0.02636104603987075,0.1204753825107566,0.7489139605324893,-0.2744878685051509,-0.39887059342774106,-0.027493502836121817,0.5504644089788943,0.2832746407768738,0.7335084074839043,-0.07920644949296685,-0.33705801074500075,0.5519043283570693
FIL,-0.3405748664014352,-0.3114846903483901,0.5282239803804604,-0.09692991750007104,-0.13066236121621624,0.19367803885179485,-0.05166660550535356,-0.2595360431324147,-0.10862214268758617,0.13885000458272098,-0.1086320376868716,-0.2856659312717089,-0.04839676191140988,-0.027143728493906158,-0.07736943706861073,-0.059723091923702926,0.08721516783769136,0.0298666496471197,0.2233491832718373,-0.3464474656071738,-0.41990521519480617,-0.2932091797424574,0.07998889982994438,0.222897707668152,-0.35387626212317297,0.31108944015700046,-0.3599511729649969,-0.09123957550644674,0.4075166009765416,-0.2509687132997117,-0.35874888926360854,-0.42639348191483073,-0.3159678892625283,-0.09341840179399372,0.23474294743022603,0.11680975367740629,-0.017842021065488323,-0.3047069616762886,-0.20265752646796445,-0.20265752646796445,0.10674197600818205,1.0,-0.2964009696991334,0.5101248194972788,0.02495143234974495,-0.09833854036923344,0.10063248003245588,0.12252903070888953,0.3049658888571861,-0.22270983796035168,0.4327529584825809,-0.20498231088832125,-0.31842928178119667,0.10575154748364247,-0.08140002199170951,0.2721940629161415,0.04432732336622854,-0.09726529006370159,0.4549542848409895,0.3590726632097802,-0.09379696659152367,0.01265967228850939,-0.28990488860953917,-0.4372985381724901,0.29876935841734614,0.4195042349975605,0.3665610468353454,-0.18828066190014245,-0.20558961236723328,0.23830117771373002,-0.002980853480367718,-0.08017482680757436,0.33368010401117343,0.023024302772381492,-0.1606253408515184,0.08106460487194227,0.5379910030347153,0.10252593411650861,-0.0887094043053654,-0.030038528945283496,0.6236794622311189,0.3338377259619486,0.3238925191613169,0.0838855197045142,0.578743087829409,-0.1169697360450377,0.4453029475278504,-0.2930408512624268,0.5079273413274794,-0.22598511371189184,-0.04223743278611076,0.002365493691563118,-0.1894034781154572,-0.2145335008452651,-0.21062710137437574,0.32314355966382813,0.08796779856500535,0.04108167366304828,0.818467877738658,0.012921095096658647,-0.055162615142844505,-0.088812676794203,-0.41017927507277957,-0.3014018053295848,-0.10086686797559433,0.19804935356811318,-0.07319649299775263,0.4124094039035828,0.07794514990851947,0.06936388187201367,0.3603746313653438,-0.08792827455627189,-0.021352188679436526,-0.2524724748369508,0.3048751669744325,0.286913882435866,0.676340089913482,-0.04797174157581496,0.491259960202295,0.19886369708700913
FLOW,0.8562950306228305,0.46254133325434466,-0.18175419331870035,-0.2941615544013549,0.22558554176850784,-0.4374682307499208,0.7243798309970867,-0.25836550495958394,-0.4390380895454943,-0.4807172912283274,-0.19806270126377132,-0.006462720078088012,0.026946166844497084,0.4426789294362941,-0.2339761648337669,-0.23453381486774758,-0.28423691124801936,0.7408401788716751,0.47004611730902685,0.32795706199108116,0.3080913261176503,-0.5400107185683894,-0.5064520387187897,-0.4427469078472576,0.3494823847844687,-0.3857768245518983,0.15656327854927635,0.36334957131001777,-0.23950797487393743,-0.515065828071201,0.25433313410619396,-0.11823591664393378,0.03972117528900699,-0.6955468157256387,-0.21450003472600074,-0.2720529166485894,0.15302990788191806,-0.3753140902815665,-0.4540857678039149,-0.4540857678039149,-0.561297795649431,-0.2964009696991334,1.0,-0.3356969248717888,-0.4846789420585658,0.7728510012239631,-0.2874421687534283,0.5906661756056739,0.224702958477097,0.7849826090398487,-0.4951522869074381,-0.4208494182862849,-0.3265771144171099,0.437622940806928,0.4274314556432207,0.25918933246194775,-0.674583568247133,0.4930445596601493,-0.20816800526052803,-0.11361045812778735,0.8489286114776057,0.09391490179305662,-0.25331094948982397,-0.2728195768483907,-0.5728560666813092,-0.3620684705061522,-0.29962701743627695,0.3304021139492165,-0.3756150798877136,-0.5183120152844841,-0.34713152540408004,0.7829716715526358,-0.10920787673039482,-0.7543966862526651,-0.1235677043366657,0.46445136836910333,-0.3883334091035267,0.6931453749080064,-0.4116343091988529,0.21791397461048817,-0.5640169311033646,-0.3103352543943748,-0.4400777797344954,0.7128228182231168,-0.3711487999727242,0.10494863316137401,0.19548794741433648,-0.3943056509532144,-0.27785645450060903,-0.24876661786029508,-0.33394602169794946,0.2008912760028258,0.5004620407364524,-0.4043529978300451,0.6565253738127772,-0.5508434842608404,0.27028590871779495,-0.4186974829471905,-0.30114004730486116,-0.3936934691068849,0.1853429066104022,0.5280604936009062,0.18518247540003616,0.34511526626585576,0.5027785430480332,-0.14798918288203014,0.08607694675255324,-0.23724181095815597,0.011514157242041339,0.30648470764871055,-0.6690010062149471,-0.12333098519300141,0.7116707353918666,-0.28178548851248497,-0.3904612036838608,-0.3230614167349277,-0.5073687011501494,0.01944874063650773,-0.05767083619034416,-0.18264488853646174
